"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"6167420","04004114119002577000000000O4","FRENTE COMÚN DE PESCADORES DE LA BAHÍA DE CHAMPOTON A.C","FRENTE COMUN DE PESCADORES DE LA BAHÍA DE CHAMPOTON AC","114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","251 y más personas","CALLE","17","CALLE","35","CALLE","33","CALLE","16","0",,,,"0",,"COLONIA","SAN PATRICIO",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","0012","018","9821204051",,,"Fijo","19.35879222","-90.71846277","2010-07"
"7888969","04004114119003654000000000O0","KUKULKAN DE PARAISO SC DE RL","KUKULKAN DE PARAISO SC DE RL","114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","11 a 30 personas","CALLE","15 B X 2","CALLE","12","CALLE","10","CALLE","NINGUNA","1",,,,,,"LOCALIDAD","NUEVA ESPERANZA",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","1006","027","9828290556","SIN@CORREO.COM",,"Fijo","19.34463984","-90.72094427","2019-11"
"6167832","04004114119002414000000000O1","LOS ULTIMOS SC DE RL","LOS ULTIMOS SC DE RL","114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","11 a 30 personas","CALLE","45","CALLE","22","CALLE","20","CALLE","43","8",,,,,,"LOCALIDAD","EL ARENAL",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","1006","027","9821191491","IRIANRENE@HOTMAIL.COM",,"Fijo","19.34463984","-90.72094427","2010-07"
"6167892","04004114119002393000000000O5","MANTILLA SC DE RL","MANTILLA SC DE RL","114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","6 a 10 personas","CALLE","CALLE DEL MUELLE","CALLE","6","CALLE","4","CALLE","41 A","0",,,,"0",,"LOCALIDAD","CRISTOBAL COLON",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","1025","011","9821321004",,,"Fijo","19.3609975","-90.71969271","2010-07"
"6167910","04004114119000651001000000U9","MARCIAL TAMAY AC",,"114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","0 a 5 personas","CALLE","CALLE DEL MUELLE","CALLE","13","CALLE","NINGUNO","CALLE","NINGUNO","0",,,,"0",,"COLONIA","LA PLAYA",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","1025","006","9821156164",,,"Fijo","19.36191563","-90.71906305","2010-07"
"6167391","04004114119002792001000000U9","MOLUSCOS Y ESCAMAS Y PULPO",,"114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","0 a 5 personas","CALLE","1","CALLE","9","CALLE","NINGUNO","CALLE","NINGUNO","0",,,,"0",,"PUEBLO","LA JOYA",,,,"24451","04","CAMPECHE","004","Champotón","0016","La Joya","1063","013","9821262041",,,"Fijo","19.47979035","-90.67170318","2014-12"
"6167835","04004114119002444000000000O7","OCTOPUS MAYA SC DE RL","OCTOPUS MAYA SC DE RL","114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","11 a 30 personas","CALLE","3-B","CALLE","9","CALLE","7","CALLE","14","0",,,,"0",,"LOCALIDAD","VENUSTIANO CARRANZA",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","1006","027",,"JORCOSGALLA@HOTMAIL.COM",,"Fijo","19.34464353","-90.72095548","2010-07"
"6168084","04004114119002383000000000O9","PALANDREROS DE CHAMPOTON SC DE RL","PALANDREROS DE CHAMPOTON SC DE RL","114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","6 a 10 personas","CALLE","18","CALLE","33","CALLE","35","CALLE","16","1",,,,,,"LOCALIDAD","NUEVA JERUSALEN",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","1006","027","9821196251",,,"Fijo","19.34463984","-90.72094427","2010-07"
"6167762","04004114119000051001000000U2","PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",,"114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","0 a 5 personas","CALLE","CARLOS SANSORES PÉREZ","CALLE","35","CALLE","35 A","CALLE","14","1",,,,"0",,"COLONIA","SAN PATRICIO",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","0968","038",,,,"Fijo","19.35214409","-90.72835669","2010-07"
"8993025","04004114119003172000000000U3","PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",,"114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","0 a 5 personas","CALLE","24 B","CALLE","17","CALLE","15","CALLE","26","2",,,,,,"LOCALIDAD","LAS MERCEDES",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","1006","027",,"GELMYERNESTO@GMAIL.COM",,"Fijo","19.34463984","-90.72094427","2019-11"
"6167724","04004114119000591001000000U7","PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",,"114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","0 a 5 personas","CALLE","CARLOS SANSORES PÉREZ","CALLE","37","CALLE","35A","CALLE","16","0",,,,"0",,"COLONIA","SAN PATRICIO",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","0968","038",,,,"Fijo","19.35134255","-90.7287345","2010-07"
"8993052","04004114119003212000000000U7","PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",,"114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","0 a 5 personas","AVENIDA","AV. CARLOS SANSORES PEREZ","CALLE","39","CALLE","41","CALLE","16","47",,,,,,"LOCALIDAD","GUADALUPE VICTORIA",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","1006","027",,"SANTOS_666_6@HOTMAIL.COM",,"Fijo","19.34463984","-90.72094427","2019-11"
"6167699","04004114119000411001000000U8","PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",,"114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","0 a 5 personas","CALLE","SIN REFERENCIA","CALLE","39","CALLE","41","CALLE","16","1",,,,"0",,"COLONIA","GUADALUPE VICTORIA",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","0968","038","9911098805",,,"Fijo","19.34890773","-90.7300955","2010-07"
"8993042","04004114119003192000000000U1","PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",,"114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","0 a 5 personas","CALLE","15 A","CALLE","20","CALLE","22","CALLE","15 A","2",,,,,,"LOCALIDAD","POZO DEL MONTE",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","1006","027","9821316615",,,"Fijo","19.34463984","-90.72094427","2019-11"
"8993022","04004114119003141000000000U8","PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",,"114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","0 a 5 personas","CALLE","20","CALLE","13","CALLE","15 A","CALLE","18","98",,,,,"SN","LOCALIDAD","COCAL",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","1006","027","9821168016","ANTONYCHABLE777@GMAIL.COM",,"Fijo","19.34463984","-90.72094427","2019-11"
"8993053","04003114119003612000000000U0","PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",,"114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","0 a 5 personas","CALLE","16","CALLE","16","CALLE","13","CALLE","NINGUNA","8",,,,,,"FRACCIONAMIENTO","MIRAFLORES",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","1006","027","9824332354","JUANJOSE_HIDALGO1974@HOTMAIL.COM",,"Fijo","19.34463984","-90.72094427","2019-11"
"6167674","04004114119001351000000000U5","PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",,"114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","0 a 5 personas","CALLE","CARLOS SANSORES PÉREZ","CALLE","12","CALLE","14","CALLE","9","0",,,,"0",,"COLONIA","LA CRUZ",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","0968","038","9828294287",,,"Fijo","19.34534849","-90.7315408","2010-07"
"8993067","04004114119003232000000000U5","PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",,"114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","0 a 5 personas","CALLE","24","CALLE","31","CALLE","29","CALLE","26","53",,,,,,"LOCALIDAD","POZO DEL CHENPEK",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","1006","027","9821041069","1CARMELO2VAZQUEZ@GMAIL.COM",,"Fijo","19.34463984","-90.72094427","2019-11"
"6167694","04004114119002891001000000U9","PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",,"114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","0 a 5 personas","CALLE","35","CALLE","27A","CALLE","16","CALLE","35-A","1",,,,"0",,"COLONIA","SAN PATRICIO",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","0968","018",,,,"Fijo","19.35165921","-90.72700501","2010-07"
"6167388","04004114119002851000000000U4","PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",,"114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","0 a 5 personas","AVENIDA","AV. CARLOS SANSORES PEREZ","CALLE","33","CALLE","31","AVENIDA","CARLOS SANSORES PEREZ","19",,,,,"SN","LOCALIDAD","SAN PATRICIO",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","1006","027",,"SIN@CORREO.COM",,"Fijo","19.34463984","-90.72094427","2014-12"
"6167437","04004114119002741000000000U6","PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",,"114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","0 a 5 personas","CALLE","CALLE DEL MUELLE","CALLE","10","CALLE","8","CALLE","NINGUNO","0",,,,"0",,"COLONIA","TAJONAL",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","0012","034","9861035149",,,"Fijo","19.36150398","-90.71790671","2014-12"
"8185270","04004114119003732000000000U4","PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",,"114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","0 a 5 personas","CALLE","27 A","CALLE","35","CALLE","33","AVENIDA","CARLOS SANSORES PEREZ","26",,,,"0",,"LOCALIDAD","SAN PATRICIO",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","1006","027","9821190120","CHONELO_1223@HOTMAIL.COM",,"Fijo","19.34463984","-90.72094427","2019-11"
"6167670","04004114119000761001000000U6","PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",,"114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","0 a 5 personas","CALLE","REVOLUCIÓN","CALLE","3","CALLE","5","CALLE","18","0",,,,"0",,"COLONIA","VENUSTIANO CARRANZA (PEDREGAL)",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","0012","017","9821002020",,,"Fijo","19.35870866","-90.7197668","2010-07"
"8992897","04004114119002912000000000U3","PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",,"114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","0 a 5 personas","CALLE","35","CALLE","34 A","CALLE","31","CALLE","35","1",,,,,"SN","LOCALIDAD","SAN PATRICIO",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","1006","027","9821364242","MARK.MH79@HOTMAIL.COM",,"Fijo","19.34463984","-90.72094427","2019-11"
"6167716","04004114119002203001000000U7","PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",,"114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","0 a 5 personas","CALLE","19","CALLE","26","CALLE","24","CALLE","21","0",,,,"0",,"COLONIA","LAS MERCEDES",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","0012","005","9821222486",,,"Fijo","19.35754164","-90.7179533","2010-07"
"8992918","04004114119002972000000000U7","PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",,"114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","0 a 5 personas","AVENIDA","AV. CARLOS SANSORES PEREZ","CALLE","39","CALLE","41","CALLE","16","47",,,,"0",,"LOCALIDAD","GUADALUPE VICTORIA",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","1006","027","9821164067","XUXA_19@HOTMAIL.COM",,"Fijo","19.34463984","-90.72094427","2019-11"
"6167723","04004114119000781001000000U4","PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",,"114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","0 a 5 personas","CALLE","5","CALLE","6","AVENIDA","CONCORDIA","CALLE","7","0",,,,"0",,"COLONIA","VENUSTIANO CARRANZA",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","0012","034","9821224352",,,"Fijo","19.36109512","-90.71818227","2010-07"
"8992941","04004114119003011000000000U3","PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",,"114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","0 a 5 personas","CALLE","24","CALLE","31","CALLE","35","CALLE","22","25",,,,,,"LOCALIDAD","POZO DEL CHENPEC",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","1006","027","9827317641",,,"Fijo","19.34463984","-90.72094427","2019-11"
"6167750","04004114119001171001000000U7","PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",,"114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","0 a 5 personas","CALLE","24-B","CALLE","17","CALLE","15","CALLE","26","2",,,,,,"COLONIA","POZO DEL MONTE",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","0012","024","9821203890",,,"Fijo","19.35608768","-90.71404081","2010-07"
"8992961","04004114119003022000000000U0","PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",,"114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","0 a 5 personas","CALLE","15A","CALLE","NINGUNA","CALLE","NINGUNA","CALLE","NINGUNA","2",,,,,,"FRACCIONAMIENTO","MIRAFLORES",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","1006","027","9821394497",,,"Fijo","19.34463984","-90.72094427","2019-11"
"6167758","04004114119001201001000000U2","PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",,"114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","0 a 5 personas","CALLE","24-B","CALLE","19","CALLE","17","CALLE","24","0",,,,"0",,"COLONIA","LAS MERCEDES",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","0012","006",,,,"Fijo","19.35790215","-90.71762361","2010-07"
"8992970","04004114119003042000000000U8","PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",,"114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","0 a 5 personas","CALLE","15","CALLE","24","CALLE","22","CALLE","13","14",,,,,,"LOCALIDAD","POZO DEL MONTE",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","1006","027","9821042628",,,"Fijo","19.34463984","-90.72094427","2019-11"
"6167911","04004114119000111001000000U4","PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",,"114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","0 a 5 personas","CALLE","20","CALLE","19","CALLE","21","CALLE","22","2",,,,,,"COLONIA","POZO MONTE",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","0012","012","9821268057",,,"Fijo","19.356001","-90.71509446","2010-07"
"8993017","04004114119003111000000000U1","PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",,"114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","0 a 5 personas","AVENIDA","COLOSIO","CALLE","11","CALLE","9","AVENIDA","COLOSIO","26",,,,"0",,"LOCALIDAD","VENUSTIANO CARRANZA",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","1006","027","9828297212",,,"Fijo","19.34463984","-90.72094427","2019-11"
"6167925","04004114119001241001000000U8","PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",,"114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","0 a 5 personas","CALLE","15-A","CALLE","20","CALLE","22","CALLE","15","0",,,,"0",,"COLONIA","POZO DEL MONTE",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","0012","022",,,,"Fijo","19.35843833","-90.71396478","2010-07"
"8993018","04004114119003122000000000U8","PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",,"114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","0 a 5 personas","CALLE","15 A","CALLE","NINGUNA","CALLE","NINGUNA","CALLE","NINGUNA","2",,,,,,"FRACCIONAMIENTO","MIRAFLORES",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","1006","027",,"SIN@CORREO.COM",,"Fijo","19.34463984","-90.72094427","2019-11"
"6167669","04004114119000401001000000U9","PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",,"114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","6 a 10 personas","CALLE","22","CALLE","15","CALLE","13","CALLE","24","3",,,,,,"COLONIA","POZO MONTE",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","0012","021","9821219505",,,"Fijo","19.35892534","-90.71457643","2010-07"
"8993019","04004114119003132000000000U7","PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",,"114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","0 a 5 personas","CALLE","16","CALLE","31","CALLE","31","CALLE","18","4",,,,,,"LOCALIDAD","LAS BRISAS",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","1006","027","9821205835","ADRIAN_GAMBOAA@OUKCLOK.COM",,"Fijo","19.34463984","-90.72094427","2019-11"
"6167916","04004114119001441001000000U4","PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",,"114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","0 a 5 personas","CALLE","CARLOS SANSORES PÉREZ","CALLE","9","CALLE","11","CALLE","14","0",,,,"0",,"COLONIA","LA CRUZ",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","0968","038",,,,"Fijo","19.35034078","-90.72920669","2010-07"
"8764696","04004114119003773000000000U8","PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",,"114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","11 a 30 personas","AVENIDA","AV. CARLOS SANSORES PEREZ","CALLE","37","CALLE","35","AVENIDA","CARLOS SANSORES PEREZ","33",,,,"0",,"LOCALIDAD","SAN PATRICIO",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","1006","027","9811548209","ALC_009@HOTMAIL.COM",,"Fijo","19.34463984","-90.72094427","2019-11"
"6167918","04004114119001451001000000U3","PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",,"114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","0 a 5 personas","CALLE","CARLOS SANSORES PÉREZ","CALLE","13","CALLE","80","CALLE","22","1",,,,"0",,"COLONIA","COCAL",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","0968","038","9821157852",,,"Fijo","19.35294969","-90.72797697","2010-07"
"6167887","04004114119002751001000000U5","PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES",,"114119","Pesca y captura de peces, crustáceos, moluscos y otras especies","0 a 5 personas","CALLE","CARLOS SANSORES PÉREZ","CALLE","14","CALLE","2","CALLE","9","0",,,,"0",,"COLONIA","LA CRUZ",,,,"24400","04","CAMPECHE","004","Champotón","0001","Champotón","0968","038","9821310229",,,"Fijo","19.34576929","-90.73134542","2010-07"
